"code","causeid","short_desc","long_desc","major","three_digit"
"L97","skin","ULCERE DU MB. INF., NCA","Ulcère du membre inférieur, non classé ailleurs","Ulcère du membre inférieur, non classé ailleurs","L97"
"L982","skin","DERMATOSE NEUTROPHILE FEBRILE","Dermatose neutrophile fébrile [Sweet]","Autres affections de la peau et du tissu cellulaire sous-cutané, non classées ailleurs","L98"
"L984","skin","ULCERATIONS CHRON. DE LA PEAU, NCA","Ulcérations chroniques de la peau, non classées ailleurs","Autres affections de la peau et du tissu cellulaire sous-cutané, non classées ailleurs","L98"
"L988","none","AFF. PREC. DE LA PEAU ET DU TISSU CELL. /S-CUT., NCA","Autres affections précisées de la peau et du tissu cellulaire sous-cutané","Autres affections de la peau et du tissu cellulaire sous-cutané, non classées ailleurs","L98"
"L989","none","AFF. DE LA PEAU ET DU TISSU CELL. /S-CUT., SAI","Affection de la peau et du tissu cellulaire sous-cutané, sans précision","Autres affections de la peau et du tissu cellulaire sous-cutané, non classées ailleurs","L98"
"M000","none","ARTHRITE ET POLYARTHRITE A STAPHYLO.","Arthrite et polyarthrite à staphylocoques","Arthrites à bactéries pyogènes","M00"
"M009","msk","ARTHRITE A BACT. PYOGENES, SAI","Arthrite à bactéries pyogènes, sans précision","Arthrites à bactéries pyogènes","M00"
"M050","none","SYND. DE FELTY","Syndrome de Felty","Polyarthrite rhumatoïde séropositive","M05"
"M051","msk","MAL. PULM. RHUMATOIDE","Maladie pulmonaire rhumatoïde (J99.0)","Polyarthrite rhumatoïde séropositive","M05"
"M052","msk","VASCULARITE RHUMATOIDE","Vascularite rhumatoïde","Polyarthrite rhumatoïde séropositive","M05"
"M053","msk","POLYARTHRITE RHUMAT. AVEC ATT. AUT. ORG. ET APP.","Polyarthrite rhumatoïde avec atteinte d'autres organes et appareils","Polyarthrite rhumatoïde séropositive","M05"
"M060","none","POLYARTHRITE RHUMATOIDE SERONEGATIVE","Polyarthrite rhumatoïde séronégative","Autres polyarthrites rhumatoïdes","M06"
"M064","msk","POLYARTHROPATHIE INFL.","Polyarthropathie inflammatoire","Autres polyarthrites rhumatoïdes","M06"
"M069","msk","POLYARTHRITE RHUMATOIDE, SAI","Polyarthrite rhumatoïde, sans précision","Autres polyarthrites rhumatoïdes","M06"
"M100","none","GOUTTE IDIOP.","Goutte idiopathique","Goutte","M10"
"M109","none","GOUTTE, SAI","Goutte, sans précision","Goutte","M10"
"M130","none","POLYARTHRITE, SAI","Polyarthrite, sans précision","Autres arthrites","M13"
"M139","none","ARTHRITE, SAI","Arthrite, sans précision","Autres arthrites","M13"
"M159","none","POLYARTHROSE, SAI","Polyarthrose, sans précision","Polyarthrose","M15"
"M161","none","COXARTHROSES IRE., UNILAT. OU SAI","Autres coxarthroses primaires","Coxarthrose [arthrose de la hanche]","M16"
"M169","none","COXARTHROSE, SAI","Coxarthrose, sans précision","Coxarthrose [arthrose de la hanche]","M16"
"M179","none","GONARTHROSE, SAI","Gonarthrose, sans précision","Gonarthrose [arthrose du genou]","M17"
"M189","none","ARTHROSE DE LA 1ERE ARTIC. CARPO-METACARP., SAI","Arthrose de la première articulation carpo-métacarpienne, sans précision","Arthrose de la première articulation carpo-métacarpienne","M18"
"M192","none","AUTRES ARTHROSES IIRES.","Autres arthroses secondaires","Autres arthroses","M19"
"M199","none","ARTHROSE, SAI","Arthrose, sans précision","Autres arthroses","M19"
"M245","none","RAIDEUR ARTIC. PAR CONTRACTURE","Raideur articulaire par contracture","Autres lésions articulaires spécifiques","M24"
"M246","none","ANKYLOSE ARTIC.","Ankylose articulaire","Autres lésions articulaires spécifiques","M24"
"M253","none","INSTABILITES ARTIC., NCA","Autres instabilités articulaires","Autres affections articulaires, non classées ailleurs","M25"
"M255","none","DOULEUR ARTIC.","Douleur articulaire","Autres affections articulaires, non classées ailleurs","M25"
"M256","none","RAIDEUR ARTIC., NCA","Raideur articulaire, non classée ailleurs","Autres affections articulaires, non classées ailleurs","M25"
"M259","none","AFF. ARTIC., SAI","Affection articulaire, sans précision","Autres affections articulaires, non classées ailleurs","M25"
"M300","none","PERIARTERITE NOUEUSE","Périartérite noueuse","Périartérite noueuse et affections apparentées","M30"
"M301","msk","PERIARTERITE AVEC ATTEINTE PULM.","Périartérite avec atteinte pulmonaire [Churg-Strauss]","Périartérite noueuse et affections apparentées","M30"
"M310","none","ANGEITE D'HYPERSENSIBILITE","Angéite d'hypersensibilité","Autres vasculopathies nécrosantes","M31"
"M311","msk","MICROANGIOPATHIE THROMBOTIQUE","Microangiopathie thrombotique","Autres vasculopathies nécrosantes","M31"
"M313","msk","GRANULOMATOSE DE WEGENER","Granulomatose de Wegener","Autres vasculopathies nécrosantes","M31"
"M316","msk","ARTERITES A CELL. GEANTES, NCA","Autres artérites à cellules géantes","Autres vasculopathies nécrosantes","M31"
"M317","msk","MICROPOLYANGEITE MICRO.","Micropolyangéite microscopique","Autres vasculopathies nécrosantes","M31"
"M321","msk","LUPUS ERYTHEMATEUX DISSEMINE AVEC ATTEINTE D'ORG. ET D'APP.","Lupus érythémateux disséminé avec atteinte d'organes et d'appareils","Lupus érythémateux disséminé","M32"
"M329","msk","LUPUS ERYTHEMATEUX DISSEMINE, SAI","Lupus érythémateux disséminé, sans précision","Lupus érythémateux disséminé","M32"
"M331","neuro","DERMATOMYOSITES, NCA","Autres dermatomyosites","Dermatopolymyosite","M33"
"M332","neuro","POLYMYOSITE","Polymyosite","Dermatopolymyosite","M33"
"M341","msk","SYND. C.R.E.S.T.","Syndrome C.R.E.S.T.","Sclérodermie systémique","M34"
"M348","msk","AUTRES FORMES SCLÉRODERMIE SYSTÉMIQUE","Autres formes de sclérodermie systémique","Sclérodermie systémique","M34"
"M349","msk","SCLÉRODERMIE SYSTÉMIQUE, SANS PRÉCISION","Sclérodermie systémique, sans précision","Sclérodermie systémique","M34"
"M350","none","SYND. DE GOUGEROT-SJOGREN","Syndrome de Gougerot-Sjögren","Autres atteintes systémiques du tissu conjonctif","M35"
"M351","msk","FORMES DE PASSAGE DES ATTEINTES SYSTEMIQUES DU TISSU CONJ., NCA","Autres formes de passage des atteintes systémiques du tissu conjonctif","Autres atteintes systémiques du tissu conjonctif","M35"
"M352","msk","SYND. DE BEHCET","Syndrome de Behçet","Autres atteintes systémiques du tissu conjonctif","M35"
"M353","msk","POLYMYALGIE RHUM.","Polymyalgie rhumatismale","Autres atteintes systémiques du tissu conjonctif","M35"
"M354","msk","FASCIITE DISSEMINEE","Fasciite disséminée (à éosinophiles)","Autres atteintes systémiques du tissu conjonctif","M35"
"M358","msk","ATTEINTES SYSTEMIQUES PREC. DU TISSU CONJ., NCA","Autres atteintes systémiques précisées du tissu conjonctif","Autres atteintes systémiques du tissu conjonctif","M35"
"M359","msk","ATTEINTE SYSTEMIQUE DU TISSU CONJ., SAI","Atteinte systémique du tissu conjonctif, sans précision","Autres atteintes systémiques du tissu conjonctif","M35"
"M402","msk","CYPHOSES NCA OU SAI","Cyphoses autres et non précisées","Cyphose et lordose","M40"
"M414","msk","SCOLIOSE NEUROMUSC.","Scoliose neuromusculaire","Scoliose","M41"
"M415","msk","SCOLIOSE IIRE., NCA","Autres formes de scoliose secondaire","Scoliose","M41"
"M419","msk","SCOLIOSE, SAI","Scoliose, sans précision","Scoliose","M41"
"M431","msk","SPONDYLOLISTHESIS","Spondylolisthésis","Autres dorsopathies avec déformation","M43"
"M45","none","SPONDYLARTHRITE ANKYLOSANTE","Spondylarthrite ankylosante","Spondylarthrite ankylosante","M45"
"M462","none","OSTEOMYELITE VERTEB.","Ostéomyélite vertébrale","Autres spondylopathies inflammatoires","M46"
"M464","none","DISCITE, SAI","Discite, sans précision","Autres spondylopathies inflammatoires","M46"
"M469","none","SPONDYLOPATHIE INFL., SAI","Spondylopathie inflammatoire, sans précision","Autres spondylopathies inflammatoires","M46"
"M471","none","SPONDYLARTHROSES AVEC MYELOPATHIE, NCA","Autres spondylarthroses avec myélopathie","Spondylarthrose","M47"
"M478","none","SPONDYLARTHROSES, NCA","Autres spondylarthroses","Spondylarthrose","M47"
"M479","none","SPONDYLARTHROSE, SAI","Spondylarthrose, sans précision","Spondylarthrose","M47"
"M480","none","RETREC. DU CANAL MEDULLAIRE","Rétrécissement du canal médullaire","Autres spondylopathies","M48"
"M489","none","SPONDYLOPATHIE, SAI","Spondylopathie, sans précision","Autres spondylopathies","M48"
"M502","none","AUTRE HERNIE D'UN DISQUE CERV.","Autre hernie d'un disque cervical","Atteintes des disques cervicaux","M50"
"M503","none","AUTRE DETERIORATION D'UN DISQUE CERV.","Autre détérioration d'un disque cervical","Atteintes des disques cervicaux","M50"
"M509","none","ATTEINTE D'UN DISQUE CERV., SAI","Atteinte d'un disque cervical, sans précision","Atteintes des disques cervicaux","M50"
"M513","none","DETERIORATION D'UN AUTRE DISQUE INTERVERTEB. PREC.","Détérioration d'un autre disque intervertébral précisé","Atteintes d'autres disques intervertébraux","M51"
"M541","none","RADICULOPATHIE","Radiculopathie","Dorsalgies","M54"
"M545","none","LOMBALGIE BASSE","Lombalgie basse","Dorsalgies","M54"
"M549","none","DORSALGIE, SAI","Dorsalgie, sans précision","Dorsalgies","M54"
"M600","none","MYOSITE INFECT.","Myosite infectieuse","Myosite","M60"
"M608","none","MYOSITES, NCA","Autres myosites","Myosite","M60"
"M609","none","MYOSITE, SAI","Myosite, sans précision","Myosite","M60"
"M611","none","MYOSITE OSSIFIANTE PROGRESSIVE","Myosite ossifiante progressive","Calcification et ossification de muscles","M61"
"M622","none","INFARCISSEMENT ISCHEM. MUSC.","Infarcissement ischémique musculaire","Autres atteintes musculaires","M62"
"M625","none","ATROPHIE ET FONTE MUSC., NCA","Atrophie et fonte musculaires, non classées ailleurs","Autres atteintes musculaires","M62"
"M628","none","ATTEINTES MUSC. PREC., NCA","Autres atteintes musculaires précisées","Autres atteintes musculaires","M62"
"M664","none","DECHIRURE SPONT. D'AUTRES TENDONS","Déchirure spontanée d'autres tendons","Déchirure spontanée de la synoviale et du tendon","M66"
"M725","skin","*** SU06 *** (FASCIITE, NCA)","*** SU06 *** (Fasciite, non classée ailleurs)","Affections fibroblastiques","M72"
"M726","skin","FASCIITE NECROSANTE","Fasciite nécrosante","Affections fibroblastiques","M72"
"M796","none","DOULEUR NIV. D'UN MB.","Douleur au niveau d'un membre","Autres affections des tissus mous, non classées ailleurs","M79"
"M808","msk","OSTEOPOROSES NCA, AVEC FRAC. PATHO.","Autres ostéoporoses avec fracture pathologique","Ostéoporose avec fracture pathologique","M80"
"M809","msk","OSTEOPOROSE SAI, AVEC FRAC. PATHO.","Ostéoporose avec fracture pathologique, sans précision","Ostéoporose avec fracture pathologique","M80"
"M818","msk","OSTEOPOROSES, NCA","Autres ostéoporoses","Ostéoporose sans fracture pathologique","M81"
"M819","msk","OSTEOPOROSE, SAI","Ostéoporose, sans précision","Ostéoporose sans fracture pathologique","M81"
"M843","none","FRAC. PAR SOLLICITATION EXCESSIVE, NCA","Fracture par sollicitation excessive, non classée ailleurs","Anomalie de la continuité osseuse","M84"
"M844","none","FRAC. PATHO., NCA","Fracture pathologique, non classée ailleurs","Anomalie de la continuité osseuse","M84"
"M861","none","OSTEOMYELITES AIG., NCA","Autres ostéomyélites aiguës","Ostéomyélite","M86"
"M865","none","OSTEOMYELITES HEMATOGENES CHRON., NCA","Autres ostéomyélites hématogènes chroniques","Ostéomyélite","M86"
"M866","none","OSTEOMYELITES CHRON., NCA","Autres ostéomyélites chroniques","Ostéomyélite","M86"
"M868","none","OSTEOMYELITES, NCA","Autres ostéomyélites","Ostéomyélite","M86"
"M869","none","OSTEOMYELITE, SAI","Ostéomyélite, sans précision","Ostéomyélite","M86"
"M879","none","OSTEONECROSE, SAI","Ostéonécrose, sans précision","Ostéonécrose","M87"
"M889","msk","MAL. OSSEUSE DE PAGET, SAI","Maladie osseuse de Paget, sans précision","Maladie osseuse de Paget [ostéite déformante]","M88"
"M898","msk","MAL. OSSEUSES PREC., NCA","Autres maladies osseuses précisées","Autres maladies osseuses","M89"
"M911","none","OSTEOCHONDRITE JUV. DE LA TETE DU FEMUR","Ostéochondrite juvénile de la tête du fémur [Legg-Calvé-Perthes]","Ostéochondrite juvénile de la hanche et du bassin","M91"
"M941","none","POLYCHONDRITE RECIDIVANTE","Polychondrite récidivante","Autres affections du cartilage","M94"
"M948","none","AFF. PREC. DU CARTILAGE, NCA","Autres affections précisées du cartilage","Autres affections du cartilage","M94"
"M954","none","DEFORM. DU THOR. ET DES COTES","Déformation du thorax et des côtes","Autres déformations du système ostéo-articulaire, des muscles et du tissu conjonctif","M95"
"N001","diab_ckd","SYND. NEPHRITIQUE AIG. AVEC LES. GLOM. SEGM. ET FOCALES","Syndrome néphritique aigu avec lésions glomérulaires segmentaires et focales","Syndrome néphritique aigu","N00"
"N019","diab_ckd","SYND. NEPHRITIQUE A EVOL. RAPIDE, SAI","Syndrome néphritique d'évolution rapide, sans précision","Syndrome néphritique d'évolution rapide","N01"
"N028","otherncd","HEMATURIES RECID., PERSIST. AVEC AUTRES LES. MORPH.","Hématuries récidivantes et persistantes avec autres lésions morphologiques","Hématurie récidivante et persistante","N02"
"N031","otherncd","SYND. NEPHRITIQUE CHRON. AVEC LES. GLOM. SEGM. ET FOCALES","Syndrome néphritique chronique avec lésions glomérulaires segmentaires et focales","Syndrome néphritique chronique","N03"
"N039","otherncd","SYND. NEPHRITIQUE CHRON., SAI","Syndrome néphritique chronique, sans précision","Syndrome néphritique chronique","N03"
"N048","diab_ckd","SYND. NEPHROTIQUES AVEC AUTRES LES. MORPH.","Syndromes néphrotiques avec autres lésions morphologiques","Syndrome néphrotique","N04"
"N049","otherncd","SYND. NEPHROTIQUE, SAI","Syndrome néphrotique, sans précision","Syndrome néphrotique","N04"
"N051","diab_ckd","SYND. NEPHRITIQUE SAI, AVEC LES. GLOM. SEGM. ET FOCALES","Syndrome néphritique sans précision, avec lésions glomérulaires segmentaires et focales","Syndrome néphritique, sans précision","N05"
"N052","diab_ckd","SYND. NEPHRITIQUE SAI, AVEC G.N. MEMBRANEUSE DIFFUSE","Syndrome néphritique sans précision, avec glomérulonéphrite membraneuse diffuse","Syndrome néphritique, sans précision","N05"
"N053","diab_ckd","SYND. NEPHRITIQUE SAI, AVEC G.N. PROLIF. MESANGIALE DIFFUSE","Syndrome néphritique sans précision, avec glomérulonéphrite proliférative mésangiale diffuse","Syndrome néphritique, sans précision","N05"
"N055","diab_ckd","SYND. NEPHRITIQUE SAI, AVEC G.N. MESANGIOCAPILLAIRE DIFFUSE","Syndrome néphritique sans précision, avec glomérulonéphrite mésangiocapillaire diffuse","Syndrome néphritique, sans précision","N05"
"N057","diab_ckd","SYND. NEPHRITIQUE SAI, AVEC G.N. DIFFUSE EN CROISSANT","Syndrome néphritique sans précision, avec glomérulonéphrite diffuse en croissant","Syndrome néphritique, sans précision","N05"
"N058","diab_ckd","SYND. NEPHRITIQUES SAI, AVEC AUTRES LES. MORPH.","Syndromes néphritiques sans précision, avec autres lésions morphologiques","Syndrome néphritique, sans précision","N05"
"N059","diab_ckd","SYND. NEPHRITIQUE SAI, LES. SAI","Syndrome néphritique, sans précision","Syndrome néphritique, sans précision","N05"
"N10","otherncd","NEPHRITE TUBULO-INTERST. AIG.","Néphrite tubulo-interstitielle aiguë","Néphrite tubulo-interstitielle aiguë","N10"
"N111","otherncd","PYELONEPHRITE OBSTRU.","Pyélonéphrite obstructive (chronique)","Néphrite tubulo-interstitielle chronique","N11"
"N119","otherncd","NEPHRITE TUBULO-INTERST. CHRON., SAI","Néphrite tubulo-interstitielle chronique, sans précision","Néphrite tubulo-interstitielle chronique","N11"
"N12","otherncd","NEPHRITE TUBULO-INTERST.","Néphrite tubulo-interstitielle, (non précisée comme aiguë ou chronique)","Néphrite tubulo-interstitielle, (non précisée comme aiguë ou chronique)","N12"
"N132","none","HYDRONEPHROSE AVEC OBSTRU. CALCULEUSE RENALE ET URETERALE","Hydronéphrose avec obstruction calculeuse rénale et urétérale","Uropathie obstructive et par reflux","N13"
"N133","none","HYDRONEPHROSES, NCA OU SAI","Hydronéphroses, autres et sans précision","Uropathie obstructive et par reflux","N13"
"N134","none","HYDRO-URETERE","Hydro-uretère","Uropathie obstructive et par reflux","N13"
"N135","none","COUDURE ET RETREC. URETERAL, SANS HYDRONEPHROSE","Coudure et rétrécissement urétéral, sans hydronéphrose","Uropathie obstructive et par reflux","N13"
"N136","none","PYONEPHROSE","Pyonéphrose","Uropathie obstructive et par reflux","N13"
"N137","none","UROPATHIE ASSOCIEE A UN REFLUX VESICO-URETERAL","Uropathie associée à un reflux vésico-urétéral","Uropathie obstructive et par reflux","N13"
"N138","none","UROPATHIES OBSTRU. ET PAR REFLUX, NCA","Autres uropathies obstructives et par reflux","Uropathie obstructive et par reflux","N13"
