causeid,all_text
diab_ckd,"['n053', 'unspecified', 'nephritic', 'syndrome', 'diffuse', 'mesangial', 'proliferative', 'glomerulonephritis', 'glomerular', 'diseases', 'diseases', 'genitourinary', 'system']"
diab_ckd,"['n055', 'unspecified', 'nephritic', 'syndrome', 'diffuse', 'mesangiocapillary', 'glomerulonephritis', 'glomerular', 'diseases', 'diseases', 'genitourinary', 'system']"
diab_ckd,"['n057', 'unspecified', 'nephritic', 'syndrome', 'diffuse', 'crescentic', 'glomerulonephritis', 'glomerular', 'diseases', 'diseases', 'genitourinary', 'system']"
diab_ckd,"['n058', 'unspecified', 'nephritic', 'syndrome', 'morphologic', 'changes', 'glomerular', 'diseases', 'diseases', 'genitourinary', 'system']"
diab_ckd,"['n059', 'unspecified', 'nephritic', 'syndrome', 'unspecified', 'morphologic', 'changes', 'glomerular', 'diseases', 'diseases', 'genitourinary', 'system']"
otherncd,"['n10', 'acute', 'pyelonephritis', 'renal', 'tubulointerstitial', 'diseases', 'diseases', 'genitourinary', 'system']"
otherncd,"['n111', 'chronic', 'obstructive', 'pyelonephritis', 'renal', 'tubulointerstitial', 'diseases', 'diseases', 'genitourinary', 'system']"
otherncd,"['n119', 'chronic', 'tubulointerstitial', 'nephritis', 'unspecified', 'renal', 'tubulointerstitial', 'diseases', 'diseases', 'genitourinary', 'system']"
otherncd,"['n12', 'tubulointerstitial', 'nephritis', 'specified', 'acute', 'chronic', 'renal', 'tubulointerstitial', 'diseases', 'diseases', 'genitourinary', 'system']"
otherncd,"['n141', 'nephropathy', 'induced', 'drugs', 'medicaments', 'biological', 'substances', 'renal', 'tubulointerstitial', 'diseases', 'diseases', 'genitourinary', 'system']"
otherncd,"['n142', 'nephropathy', 'induced', 'unspecified', 'drug', 'medicament', 'biological', 'substance', 'renal', 'tubulointerstitial', 'diseases', 'diseases', 'genitourinary', 'system']"
otherncd,"['n151', 'renal', 'perinephric', 'abscess', 'renal', 'tubulointerstitial', 'diseases', 'diseases', 'genitourinary', 'system']"
otherncd,"['n159', 'renal', 'tubulointerstitial', 'disease', 'unspecified', 'renal', 'tubulointerstitial', 'diseases', 'diseases', 'genitourinary', 'system']"
diab_ckd,"['n184', 'chronic', 'kidney', 'disease', 'stage', '4', 'severe', 'acute', 'kidney', 'failure', 'chronic', 'kidney', 'disease', 'diseases', 'genitourinary', 'system']"
diab_ckd,"['n185', 'chronic', 'kidney', 'disease', 'stage', '5', 'acute', 'kidney', 'failure', 'chronic', 'kidney', 'disease', 'diseases', 'genitourinary', 'system']"
diab_ckd,"['n189', 'chronic', 'kidney', 'disease', 'unspecified', 'acute', 'kidney', 'failure', 'chronic', 'kidney', 'disease', 'diseases', 'genitourinary', 'system']"
diab_ckd,"['n19', 'unspecified', 'kidney', 'failure', 'acute', 'kidney', 'failure', 'chronic', 'kidney', 'disease', 'diseases', 'genitourinary', 'system']"
otherncd,"['n201', 'calculus', 'ureter', 'urolithiasis', 'diseases', 'genitourinary', 'system']"
otherncd,"['n202', 'calculus', 'kidney', 'calculus', 'ureter', 'urolithiasis', 'diseases', 'genitourinary', 'system']"
otherncd,"['n209', 'urinary', 'calculus', 'unspecified', 'urolithiasis', 'diseases', 'genitourinary', 'system']"
otherncd,"['n251', 'nephrogenic', 'diabetes', 'insipidus', 'disorders', 'kidney', 'ureter', 'diseases', 'genitourinary', 'system']"
otherncd,"['n258', 'disorders', 'resulting', 'impaired', 'renal', 'tubular', 'function', 'disorders', 'kidney', 'ureter', 'diseases', 'genitourinary', 'system']"
otherncd,"['n26', 'unspecified', 'contracted', 'kidney', 'disorders', 'kidney', 'ureter', 'diseases', 'genitourinary', 'system']"
otherncd,"['n281', 'cyst', 'kidney', 'acquired', 'disorders', 'kidney', 'ureter', 'diseases', 'genitourinary', 'system']"
otherncd,"['n302', 'chronic', 'cystitis', 'diseases', 'urinary', 'system', 'diseases', 'genitourinary', 'system']"
otherncd,"['n304', 'irradiation', 'cystitis', 'diseases', 'urinary', 'system', 'diseases', 'genitourinary', 'system']"
otherncd,"['n308', 'cystitis', 'diseases', 'urinary', 'system', 'diseases', 'genitourinary', 'system']"
otherncd,"['n309', 'cystitis', 'unspecified', 'diseases', 'urinary', 'system', 'diseases', 'genitourinary', 'system']"
otherncd,"['n312', 'flaccid', 'neuropathic', 'bladder', 'elsewhere', 'classified', 'diseases', 'urinary', 'system', 'diseases', 'genitourinary', 'system']"
otherncd,"['n319', 'neuromuscular', 'dysfunction', 'bladder', 'unspecified', 'diseases', 'urinary', 'system', 'diseases', 'genitourinary', 'system']"
otherncd,"['n492', 'inflammatory', 'disorders', 'scrotum', 'diseases', 'male', 'genital', 'organs', 'diseases', 'genitourinary', 'system']"
otherncd,"['n498', 'inflammatory', 'disorders', 'specified', 'male', 'genital', 'organs', 'diseases', 'male', 'genital', 'organs', 'diseases', 'genitourinary', 'system']"
diab_ckd,"['n62', 'hypertrophy', 'breast', 'disorders', 'breast', 'diseases', 'genitourinary', 'system']"
otherncd,"['n809', 'endometriosis', 'unspecified', 'noninflammatory', 'disorders', 'female', 'genital', 'tract', 'diseases', 'genitourinary', 'system']"
otherncd,"['n811', 'cystocele', 'noninflammatory', 'disorders', 'female', 'genital', 'tract', 'diseases', 'genitourinary', 'system']"
otherncd,"['n813', 'complete', 'uterovaginal', 'prolapse', 'noninflammatory', 'disorders', 'female', 'genital', 'tract', 'diseases', 'genitourinary', 'system']"
otherncd,"['n814', 'uterovaginal', 'prolapse', 'unspecified', 'noninflammatory', 'disorders', 'female', 'genital', 'tract', 'diseases', 'genitourinary', 'system']"
otherncd,"['n816', 'rectocele', 'noninflammatory', 'disorders', 'female', 'genital', 'tract', 'diseases', 'genitourinary', 'system']"
otherncd,"['n832', 'unspecified', 'ovarian', 'cysts', 'noninflammatory', 'disorders', 'female', 'genital', 'tract', 'diseases', 'genitourinary', 'system']"
otherncd,"['n839', 'noninflammatory', 'disorder', 'ovary', 'fallopian', 'tube', 'broad', 'ligament', 'unspecified', 'noninflammatory', 'disorders', 'female', 'genital', 'tract', 'diseases', 'genitourinary', 'system']"
mater_neonat,"['o009', 'ectopic', 'pregnancy', 'unspecified', 'pregnancy', 'abortive', 'outcome', 'pregnancy', 'childbirth', 'puerperium']"
mater_neonat,"['o141', 'severe', 'preeclampsia', 'edema', 'proteinuria', 'hypertensive', 'disorders', 'pregnancy', 'childbirth', 'puerperium', 'pregnancy', 'childbirth', 'puerperium']"
mater_neonat,"['o429', 'premature', 'rupture', 'membranes', 'unspecified', 'length', 'time', 'rupture', 'onset', 'labor', 'maternal', 'care', 'related', 'fetus', 'amniotic', 'cavity', 'possible', 'delivery', 'problems', 'pregnancy', 'childbirth', 'puerperium']"
mater_neonat,"['o721', 'immediate', 'postpartum', 'hemorrhage', 'complications', 'labor', 'delivery', 'pregnancy', 'childbirth', 'puerperium']"
mater_neonat,"['o751', 'shock', 'following', 'labor', 'delivery', 'complications', 'labor', 'delivery', 'pregnancy', 'childbirth', 'puerperium']"
mater_neonat,"['o754', 'complications', 'obstetric', 'surgery', 'procedures', 'complications', 'labor', 'delivery', 'pregnancy', 'childbirth', 'puerperium']"
mater_neonat,"['o881', 'amniotic', 'fluid', 'embolism', 'complications', 'predominantly', 'related', 'puerperium', 'pregnancy', 'childbirth', 'puerperium']"
mater_neonat,"['o994', 'diseases', 'circulatory', 'system', 'complicating', 'pregnancy', 'childbirth', 'puerperium', 'obstetric', 'conditions', 'elsewhere', 'classified', 'pregnancy', 'childbirth', 'puerperium']"
mater_neonat,"['o998', 'specified', 'diseases', 'conditions', 'complicating', 'pregnancy', 'childbirth', 'puerperium', 'obstetric', 'conditions', 'elsewhere', 'classified', 'pregnancy', 'childbirth', 'puerperium']"
mater_neonat,"['p001', 'newborn', 'affected', 'maternal', 'renal', 'urinary', 'tract', 'diseases', 'newborn', 'affected', 'maternal', 'factors', 'complications', 'pregnancy', 'labor', 'delivery', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p002', 'newborn', 'affected', 'maternal', 'infectious', 'parasitic', 'diseases', 'newborn', 'affected', 'maternal', 'factors', 'complications', 'pregnancy', 'labor', 'delivery', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p003', 'newborn', 'affected', 'maternal', 'circulatory', 'respiratory', 'diseases', 'newborn', 'affected', 'maternal', 'factors', 'complications', 'pregnancy', 'labor', 'delivery', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p008', 'newborn', 'affected', 'maternal', 'conditions', 'newborn', 'affected', 'maternal', 'factors', 'complications', 'pregnancy', 'labor', 'delivery', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p010', 'newborn', 'affected', 'incompetent', 'cervix', 'newborn', 'affected', 'maternal', 'factors', 'complications', 'pregnancy', 'labor', 'delivery', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p011', 'newborn', 'affected', 'premature', 'rupture', 'membranes', 'newborn', 'affected', 'maternal', 'factors', 'complications', 'pregnancy', 'labor', 'delivery', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p012', 'newborn', 'affected', 'oligohydramnios', 'newborn', 'affected', 'maternal', 'factors', 'complications', 'pregnancy', 'labor', 'delivery', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p015', 'newborn', 'affected', 'multiple', 'pregnancy', 'newborn', 'affected', 'maternal', 'factors', 'complications', 'pregnancy', 'labor', 'delivery', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p018', 'newborn', 'affected', 'maternal', 'complications', 'pregnancy', 'newborn', 'affected', 'maternal', 'factors', 'complications', 'pregnancy', 'labor', 'delivery', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p020', 'newborn', 'affected', 'placenta', 'previa', 'newborn', 'affected', 'maternal', 'factors', 'complications', 'pregnancy', 'labor', 'delivery', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p021', 'newborn', 'affected', 'forms', 'placental', 'separation', 'hemorrhage', 'newborn', 'affected', 'maternal', 'factors', 'complications', 'pregnancy', 'labor', 'delivery', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p022', 'newborn', 'affected', 'unspecified', 'morphological', 'functional', 'abnormalities', 'placenta', 'newborn', 'affected', 'maternal', 'factors', 'complications', 'pregnancy', 'labor', 'delivery', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
respinfect,"['p023', 'newborn', 'affected', 'placental', 'transfusion', 'syndromes', 'newborn', 'affected', 'maternal', 'factors', 'complications', 'pregnancy', 'labor', 'delivery', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p024', 'newborn', 'affected', 'prolapsed', 'cord', 'newborn', 'affected', 'maternal', 'factors', 'complications', 'pregnancy', 'labor', 'delivery', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p026', 'newborn', 'affected', 'unspecified', 'conditions', 'umbilical', 'cord', 'newborn', 'affected', 'maternal', 'factors', 'complications', 'pregnancy', 'labor', 'delivery', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p027', 'newborn', 'affected', 'chorioamnionitis', 'newborn', 'affected', 'maternal', 'factors', 'complications', 'pregnancy', 'labor', 'delivery', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p031', 'newborn', 'affected', 'malpresentation', 'malposition', 'disproportion', 'labor', 'delivery', 'newborn', 'affected', 'maternal', 'factors', 'complications', 'pregnancy', 'labor', 'delivery', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p035', 'newborn', 'affected', 'precipitate', 'delivery', 'newborn', 'affected', 'maternal', 'factors', 'complications', 'pregnancy', 'labor', 'delivery', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p038', 'newborn', 'affected', 'specified', 'complications', 'labor', 'delivery', 'newborn', 'affected', 'maternal', 'factors', 'complications', 'pregnancy', 'labor', 'delivery', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p039', 'newborn', 'affected', 'complication', 'labor', 'delivery', 'unspecified', 'newborn', 'affected', 'maternal', 'factors', 'complications', 'pregnancy', 'labor', 'delivery', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
subs,"['p044', 'newborn', 'affected', 'maternal', 'use', 'drugs', 'addiction', 'newborn', 'affected', 'maternal', 'factors', 'complications', 'pregnancy', 'labor', 'delivery', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p050', 'newborn', 'light', 'gestational', 'age', 'disorders', 'newborn', 'related', 'length', 'gestation', 'fetal', 'growth', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p059', 'newborn', 'affected', 'slow', 'intrauterine', 'growth', 'unspecified', 'disorders', 'newborn', 'related', 'length', 'gestation', 'fetal', 'growth', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p070', 'extremely', 'low', 'birth', 'weight', 'newborn', 'disorders', 'newborn', 'related', 'length', 'gestation', 'fetal', 'growth', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p072', 'extreme', 'immaturity', 'newborn', 'disorders', 'newborn', 'related', 'length', 'gestation', 'fetal', 'growth', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p073', 'preterm', 'premature', 'newborn', 'disorders', 'newborn', 'related', 'length', 'gestation', 'fetal', 'growth', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p112', 'unspecified', 'brain', 'damage', 'due', 'birth', 'injury', 'birth', 'trauma', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p159', 'birth', 'injury', 'unspecified', 'birth', 'trauma', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p229', 'respiratory', 'distress', 'newborn', 'unspecified', 'respiratory', 'cardiovascular', 'disorders', 'specific', 'perinatal', 'period', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
respinfect,"['p234', 'congenital', 'pneumonia', 'due', 'escherichia', 'coli', 'respiratory', 'cardiovascular', 'disorders', 'specific', 'perinatal', 'period', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p251', 'pneumothorax', 'originating', 'perinatal', 'period', 'respiratory', 'cardiovascular', 'disorders', 'specific', 'perinatal', 'period', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p269', 'unspecified', 'pulmonary', 'hemorrhage', 'originating', 'perinatal', 'period', 'respiratory', 'cardiovascular', 'disorders', 'specific', 'perinatal', 'period', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p271', 'bronchopulmonary', 'dysplasia', 'originating', 'perinatal', 'period', 'respiratory', 'cardiovascular', 'disorders', 'specific', 'perinatal', 'period', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p278', 'chronic', 'respiratory', 'diseases', 'originating', 'perinatal', 'period', 'respiratory', 'cardiovascular', 'disorders', 'specific', 'perinatal', 'period', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p279', 'unspecified', 'chronic', 'respiratory', 'disease', 'originating', 'perinatal', 'period', 'respiratory', 'cardiovascular', 'disorders', 'specific', 'perinatal', 'period', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p288', 'specified', 'respiratory', 'conditions', 'newborn', 'respiratory', 'cardiovascular', 'disorders', 'specific', 'perinatal', 'period', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p291', 'neonatal', 'cardiac', 'dysrhythmia', 'respiratory', 'cardiovascular', 'disorders', 'specific', 'perinatal', 'period', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p293', 'persistent', 'fetal', 'circulation', 'respiratory', 'cardiovascular', 'disorders', 'specific', 'perinatal', 'period', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p298', 'cardiovascular', 'disorders', 'originating', 'perinatal', 'period', 'respiratory', 'cardiovascular', 'disorders', 'specific', 'perinatal', 'period', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
infect,"['p353', 'congenital', 'viral', 'hepatitis', 'infections', 'specific', 'perinatal', 'period', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p361', 'sepsis', 'newborn', 'due', 'unspecified', 'streptococci', 'infections', 'specific', 'perinatal', 'period', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p365', 'sepsis', 'newborn', 'due', 'anaerobes', 'infections', 'specific', 'perinatal', 'period', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p368', 'bacterial', 'sepsis', 'newborn', 'infections', 'specific', 'perinatal', 'period', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
mater_neonat,"['p369', 'bacterial', 'sepsis', 'newborn', 'unspecified', 'infections', 'specific', 'perinatal', 'period', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
infect,"['p372', 'neonatal', 'disseminated', 'listeriosis', 'infections', 'specific', 'perinatal', 'period', 'certain', 'conditions', 'originating', 'perinatal', 'period']"
