code,causeid,short_desc,long_desc,three_digit,sub_chapter,chapter
K633,none,Ulcer of intestine,Ulcer of intestine,K63,Other Diseases Of Intestines,Diseases of the digestive system
K634,none,Enteroptosis,Enteroptosis,K63,Other Diseases Of Intestines,Diseases of the digestive system
K635,neo,Polyp of colon,Polyp of colon,K63,Other Diseases Of Intestines,Diseases of the digestive system
K638,none,Other specified diseases of intestine,Other specified diseases of intestine,K63,Other Diseases Of Intestines,Diseases of the digestive system
K639,none,"Disease of intestine, unspecified","Disease of intestine, unspecified",K63,Other Diseases Of Intestines,Diseases of the digestive system
K643,digest,Fourth degree hemorrhoids,Fourth degree hemorrhoids,K64,Other Diseases Of Intestines,Diseases of the digestive system
K650,none,Generalized (acute) peritonitis,Generalized (acute) peritonitis,K65,Diseases Of Peritoneum And Retroperitoneum,Diseases of the digestive system
K658,none,Other peritonitis,Other peritonitis,K65,Diseases Of Peritoneum And Retroperitoneum,Diseases of the digestive system
K659,none,"Peritonitis, unspecified","Peritonitis, unspecified",K65,Diseases Of Peritoneum And Retroperitoneum,Diseases of the digestive system
K660,none,Peritoneal adhesions (postprocedural) (postinfection),Peritoneal adhesions (postprocedural) (postinfection),K66,Diseases Of Peritoneum And Retroperitoneum,Diseases of the digestive system
K661,none,Hemoperitoneum,Hemoperitoneum,K66,Diseases Of Peritoneum And Retroperitoneum,Diseases of the digestive system
K668,digest,Other specified disorders of peritoneum,Other specified disorders of peritoneum,K66,Diseases Of Peritoneum And Retroperitoneum,Diseases of the digestive system
K669,none,"Disorder of peritoneum, unspecified","Disorder of peritoneum, unspecified",K66,Diseases Of Peritoneum And Retroperitoneum,Diseases of the digestive system
K700,none,Alcoholic fatty liver,Alcoholic fatty liver,K70,Diseases Of Liver,Diseases of the digestive system
K701,digest,Alcoholic hepatitis,Alcoholic hepatitis,K70,Diseases Of Liver,Diseases of the digestive system
K703,digest,Alcoholic cirrhosis of liver,Alcoholic cirrhosis of liver,K70,Diseases Of Liver,Diseases of the digestive system
K704,none,Alcoholic hepatic failure,Alcoholic hepatic failure,K70,Diseases Of Liver,Diseases of the digestive system
K709,none,"Alcoholic liver disease, unspecified","Alcoholic liver disease, unspecified",K70,Diseases Of Liver,Diseases of the digestive system
K711,none,Toxic liver disease with hepatic necrosis,Toxic liver disease with hepatic necrosis,K71,Diseases Of Liver,Diseases of the digestive system
K718,none,Toxic liver disease with other disorders of liver,Toxic liver disease with other disorders of liver,K71,Diseases Of Liver,Diseases of the digestive system
K719,none,"Toxic liver disease, unspecified","Toxic liver disease, unspecified",K71,Diseases Of Liver,Diseases of the digestive system
K720,none,Acute and subacute hepatic failure,Acute and subacute hepatic failure,K72,Diseases Of Liver,Diseases of the digestive system
K721,none,Chronic hepatic failure,Chronic hepatic failure,K72,Diseases Of Liver,Diseases of the digestive system
K729,none,"Hepatic failure, unspecified","Hepatic failure, unspecified",K72,Diseases Of Liver,Diseases of the digestive system
K732,none,"Chronic active hepatitis, not elsewhere classified","Chronic active hepatitis, not elsewhere classified",K73,Diseases Of Liver,Diseases of the digestive system
K738,none,"Other chronic hepatitis, not elsewhere classified","Other chronic hepatitis, not elsewhere classified",K73,Diseases Of Liver,Diseases of the digestive system
K739,none,"Chronic hepatitis, unspecified","Chronic hepatitis, unspecified",K73,Diseases Of Liver,Diseases of the digestive system
K740,none,Hepatic fibrosis,Hepatic fibrosis,K74,Diseases Of Liver,Diseases of the digestive system
K743,digest,Primary biliary cirrhosis,Primary biliary cirrhosis,K74,Diseases Of Liver,Diseases of the digestive system
K745,digest,"Biliary cirrhosis, unspecified","Biliary cirrhosis, unspecified",K74,Diseases Of Liver,Diseases of the digestive system
K746,digest,Other and unspecified cirrhosis of liver,Other and unspecified cirrhosis of liver,K74,Diseases Of Liver,Diseases of the digestive system
K750,none,Abscess of liver,Abscess of liver,K75,Diseases Of Liver,Diseases of the digestive system
K753,infect,"Granulomatous hepatitis, not elsewhere classified","Granulomatous hepatitis, not elsewhere classified",K75,Diseases Of Liver,Diseases of the digestive system
K754,digest,Autoimmune hepatitis,Autoimmune hepatitis,K75,Diseases Of Liver,Diseases of the digestive system
K758,digest,Other specified inflammatory liver diseases,Other specified inflammatory liver diseases,K75,Diseases Of Liver,Diseases of the digestive system
K759,digest,"Inflammatory liver disease, unspecified","Inflammatory liver disease, unspecified",K75,Diseases Of Liver,Diseases of the digestive system
K760,none,"Fatty (change of) liver, not elsewhere classified","Fatty (change of) liver, not elsewhere classified",K76,Diseases Of Liver,Diseases of the digestive system
K761,digest,Chronic passive congestion of liver,Chronic passive congestion of liver,K76,Diseases Of Liver,Diseases of the digestive system
K763,infect,Infarction of liver,Infarction of liver,K76,Diseases Of Liver,Diseases of the digestive system
K766,digest,Portal hypertension,Portal hypertension,K76,Diseases Of Liver,Diseases of the digestive system
K767,digest,Hepatorenal syndrome,Hepatorenal syndrome,K76,Diseases Of Liver,Diseases of the digestive system
K768,digest,Other specified diseases of liver,Other specified diseases of liver,K76,Diseases Of Liver,Diseases of the digestive system
K769,digest,"Liver disease, unspecified","Liver disease, unspecified",K76,Diseases Of Liver,Diseases of the digestive system
K800,none,Calculus of gallbladder with acute cholecystitis,Calculus of gallbladder with acute cholecystitis,K80,"Disorders Of Gallbladder, Biliary Tract And Pancreas",Diseases of the digestive system
K801,digest,Calculus of gallbladder with other cholecystitis,Calculus of gallbladder with other cholecystitis,K80,"Disorders Of Gallbladder, Biliary Tract And Pancreas",Diseases of the digestive system
K802,digest,Calculus of gallbladder without cholecystitis,Calculus of gallbladder without cholecystitis,K80,"Disorders Of Gallbladder, Biliary Tract And Pancreas",Diseases of the digestive system
K803,digest,Calculus of bile duct with cholangitis,Calculus of bile duct with cholangitis,K80,"Disorders Of Gallbladder, Biliary Tract And Pancreas",Diseases of the digestive system
K804,digest,Calculus of bile duct with cholecystitis,Calculus of bile duct with cholecystitis,K80,"Disorders Of Gallbladder, Biliary Tract And Pancreas",Diseases of the digestive system
K805,digest,Calculus of bile duct without cholangitis or cholecystitis,Calculus of bile duct without cholangitis or cholecystitis,K80,"Disorders Of Gallbladder, Biliary Tract And Pancreas",Diseases of the digestive system
K810,none,Acute cholecystitis,Acute cholecystitis,K81,"Disorders Of Gallbladder, Biliary Tract And Pancreas",Diseases of the digestive system
K811,digest,Chronic cholecystitis,Chronic cholecystitis,K81,"Disorders Of Gallbladder, Biliary Tract And Pancreas",Diseases of the digestive system
K819,digest,"Cholecystitis, unspecified","Cholecystitis, unspecified",K81,"Disorders Of Gallbladder, Biliary Tract And Pancreas",Diseases of the digestive system
K822,digest,Perforation of gallbladder,Perforation of gallbladder,K82,"Disorders Of Gallbladder, Biliary Tract And Pancreas",Diseases of the digestive system
K823,digest,Fistula of gallbladder,Fistula of gallbladder,K82,"Disorders Of Gallbladder, Biliary Tract And Pancreas",Diseases of the digestive system
K828,digest,Other specified diseases of gallbladder,Other specified diseases of gallbladder,K82,"Disorders Of Gallbladder, Biliary Tract And Pancreas",Diseases of the digestive system
K829,digest,"Disease of gallbladder, unspecified","Disease of gallbladder, unspecified",K82,"Disorders Of Gallbladder, Biliary Tract And Pancreas",Diseases of the digestive system
K830,none,Cholangitis,Cholangitis,K83,"Disorders Of Gallbladder, Biliary Tract And Pancreas",Diseases of the digestive system
K831,digest,Obstruction of bile duct,Obstruction of bile duct,K83,"Disorders Of Gallbladder, Biliary Tract And Pancreas",Diseases of the digestive system
K833,digest,Fistula of bile duct,Fistula of bile duct,K83,"Disorders Of Gallbladder, Biliary Tract And Pancreas",Diseases of the digestive system
K838,digest,Other specified diseases of biliary tract,Other specified diseases of biliary tract,K83,"Disorders Of Gallbladder, Biliary Tract And Pancreas",Diseases of the digestive system
K839,digest,"Disease of biliary tract, unspecified","Disease of biliary tract, unspecified",K83,"Disorders Of Gallbladder, Biliary Tract And Pancreas",Diseases of the digestive system
K85,digest,Acute pancreatitis,Acute pancreatitis,K85,"Disorders Of Gallbladder, Biliary Tract And Pancreas",Diseases of the digestive system
K851,digest,Biliary acute pancreatitis,Biliary acute pancreatitis,K85,"Disorders Of Gallbladder, Biliary Tract And Pancreas",Diseases of the digestive system
K852,digest,Alcohol induced acute pancreatitis,Alcohol induced acute pancreatitis,K85,"Disorders Of Gallbladder, Biliary Tract And Pancreas",Diseases of the digestive system
K859,digest,"Acute pancreatitis, unspecified","Acute pancreatitis, unspecified",K85,"Disorders Of Gallbladder, Biliary Tract And Pancreas",Diseases of the digestive system
K860,none,Alcohol-induced chronic pancreatitis,Alcohol-induced chronic pancreatitis,K86,"Disorders Of Gallbladder, Biliary Tract And Pancreas",Diseases of the digestive system
K861,digest,Other chronic pancreatitis,Other chronic pancreatitis,K86,"Disorders Of Gallbladder, Biliary Tract And Pancreas",Diseases of the digestive system
K862,digest,Cyst of pancreas,Cyst of pancreas,K86,"Disorders Of Gallbladder, Biliary Tract And Pancreas",Diseases of the digestive system
K863,digest,Pseudocyst of pancreas,Pseudocyst of pancreas,K86,"Disorders Of Gallbladder, Biliary Tract And Pancreas",Diseases of the digestive system
K868,digest,Other specified diseases of pancreas,Other specified diseases of pancreas,K86,"Disorders Of Gallbladder, Biliary Tract And Pancreas",Diseases of the digestive system
K869,digest,"Disease of pancreas, unspecified","Disease of pancreas, unspecified",K86,"Disorders Of Gallbladder, Biliary Tract And Pancreas",Diseases of the digestive system
K900,none,Celiac disease,Celiac disease,K90,Other Diseases Of The Digestive System,Diseases of the digestive system
K901,digest,Tropical sprue,Tropical sprue,K90,Other Diseases Of The Digestive System,Diseases of the digestive system
K902,digest,"Blind loop syndrome, not elsewhere classified","Blind loop syndrome, not elsewhere classified",K90,Other Diseases Of The Digestive System,Diseases of the digestive system
K909,digest,"Intestinal malabsorption, unspecified","Intestinal malabsorption, unspecified",K90,Other Diseases Of The Digestive System,Diseases of the digestive system
K920,none,Hematemesis,Hematemesis,K92,Other Diseases Of The Digestive System,Diseases of the digestive system
K921,none,Melena,Melena,K92,Other Diseases Of The Digestive System,Diseases of the digestive system
K922,none,"Gastrointestinal hemorrhage, unspecified","Gastrointestinal hemorrhage, unspecified",K92,Other Diseases Of The Digestive System,Diseases of the digestive system
K928,digest,Other specified diseases of the digestive system,Other specified diseases of the digestive system,K92,Other Diseases Of The Digestive System,Diseases of the digestive system
K929,none,"Disease of digestive system, unspecified","Disease of digestive system, unspecified",K92,Other Diseases Of The Digestive System,Diseases of the digestive system
L021,skin,"Cutaneous abscess, furuncle and carbuncle of neck","Cutaneous abscess, furuncle and carbuncle of neck",L02,Infections Of The Skin And Subcutaneous Tissue,Diseases of the skin and subcutaneous tissue
L022,skin,"Cutaneous abscess, furuncle and carbuncle of trunk","Cutaneous abscess, furuncle and carbuncle of trunk",L02,Infections Of The Skin And Subcutaneous Tissue,Diseases of the skin and subcutaneous tissue
L023,skin,"Cutaneous abscess, furuncle and carbuncle of buttock","Cutaneous abscess, furuncle and carbuncle of buttock",L02,Infections Of The Skin And Subcutaneous Tissue,Diseases of the skin and subcutaneous tissue
L024,skin,"Cutaneous abscess, furuncle and carbuncle of limb","Cutaneous abscess, furuncle and carbuncle of limb",L02,Infections Of The Skin And Subcutaneous Tissue,Diseases of the skin and subcutaneous tissue
