predicted_causeid,code,short_desc,long_desc,three_digit,sub_chapter,chapter,all_text
digest,K570,Diverticulitis of small intestine w perforation and abscess,Diverticulitis of small intestine with perforation and abscess,K57,Other Diseases Of Intestines,Diseases of the digestive system,K570 Diverticulitis of small intestine with perforation and abscess Other Diseases Of Intestines Diseases of the digestive system
digest,K590,Constipation,Constipation,K59,Other Diseases Of Intestines,Diseases of the digestive system,K590 Constipation Other Diseases Of Intestines Diseases of the digestive system
digest,K610,Anal abscess,Anal abscess,K61,Other Diseases Of Intestines,Diseases of the digestive system,K610 Anal abscess Other Diseases Of Intestines Diseases of the digestive system
digest,K630,Abscess of intestine,Abscess of intestine,K63,Other Diseases Of Intestines,Diseases of the digestive system,K630 Abscess of intestine Other Diseases Of Intestines Diseases of the digestive system
digest,K631,Perforation of intestine (nontraumatic),Perforation of intestine (nontraumatic),K63,Other Diseases Of Intestines,Diseases of the digestive system,K631 Perforation of intestine (nontraumatic) Other Diseases Of Intestines Diseases of the digestive system
digest,K632,Fistula of intestine,Fistula of intestine,K63,Other Diseases Of Intestines,Diseases of the digestive system,K632 Fistula of intestine Other Diseases Of Intestines Diseases of the digestive system
digest,K633,Ulcer of intestine,Ulcer of intestine,K63,Other Diseases Of Intestines,Diseases of the digestive system,K633 Ulcer of intestine Other Diseases Of Intestines Diseases of the digestive system
digest,K634,Enteroptosis,Enteroptosis,K63,Other Diseases Of Intestines,Diseases of the digestive system,K634 Enteroptosis Other Diseases Of Intestines Diseases of the digestive system
digest,K638,Other specified diseases of intestine,Other specified diseases of intestine,K63,Other Diseases Of Intestines,Diseases of the digestive system,K638 Other specified diseases of intestine Other Diseases Of Intestines Diseases of the digestive system
digest,K639,"Disease of intestine, unspecified","Disease of intestine, unspecified",K63,Other Diseases Of Intestines,Diseases of the digestive system,"K639 Disease of intestine, unspecified Other Diseases Of Intestines Diseases of the digestive system"
digest,K650,Generalized (acute) peritonitis,Generalized (acute) peritonitis,K65,Diseases Of Peritoneum And Retroperitoneum,Diseases of the digestive system,K650 Generalized (acute) peritonitis Diseases Of Peritoneum And Retroperitoneum Diseases of the digestive system
digest,K658,Other peritonitis,Other peritonitis,K65,Diseases Of Peritoneum And Retroperitoneum,Diseases of the digestive system,K658 Other peritonitis Diseases Of Peritoneum And Retroperitoneum Diseases of the digestive system
digest,K659,"Peritonitis, unspecified","Peritonitis, unspecified",K65,Diseases Of Peritoneum And Retroperitoneum,Diseases of the digestive system,"K659 Peritonitis, unspecified Diseases Of Peritoneum And Retroperitoneum Diseases of the digestive system"
digest,K660,Peritoneal adhesions (postprocedural) (postinfection),Peritoneal adhesions (postprocedural) (postinfection),K66,Diseases Of Peritoneum And Retroperitoneum,Diseases of the digestive system,K660 Peritoneal adhesions (postprocedural) (postinfection) Diseases Of Peritoneum And Retroperitoneum Diseases of the digestive system
digest,K661,Hemoperitoneum,Hemoperitoneum,K66,Diseases Of Peritoneum And Retroperitoneum,Diseases of the digestive system,K661 Hemoperitoneum Diseases Of Peritoneum And Retroperitoneum Diseases of the digestive system
digest,K669,"Disorder of peritoneum, unspecified","Disorder of peritoneum, unspecified",K66,Diseases Of Peritoneum And Retroperitoneum,Diseases of the digestive system,"K669 Disorder of peritoneum, unspecified Diseases Of Peritoneum And Retroperitoneum Diseases of the digestive system"
digest,K700,Alcoholic fatty liver,Alcoholic fatty liver,K70,Diseases Of Liver,Diseases of the digestive system,K700 Alcoholic fatty liver Diseases Of Liver Diseases of the digestive system
digest,K704,Alcoholic hepatic failure,Alcoholic hepatic failure,K70,Diseases Of Liver,Diseases of the digestive system,K704 Alcoholic hepatic failure Diseases Of Liver Diseases of the digestive system
digest,K709,"Alcoholic liver disease, unspecified","Alcoholic liver disease, unspecified",K70,Diseases Of Liver,Diseases of the digestive system,"K709 Alcoholic liver disease, unspecified Diseases Of Liver Diseases of the digestive system"
digest,K711,Toxic liver disease with hepatic necrosis,Toxic liver disease with hepatic necrosis,K71,Diseases Of Liver,Diseases of the digestive system,K711 Toxic liver disease with hepatic necrosis Diseases Of Liver Diseases of the digestive system
digest,K718,Toxic liver disease with other disorders of liver,Toxic liver disease with other disorders of liver,K71,Diseases Of Liver,Diseases of the digestive system,K718 Toxic liver disease with other disorders of liver Diseases Of Liver Diseases of the digestive system
digest,K719,"Toxic liver disease, unspecified","Toxic liver disease, unspecified",K71,Diseases Of Liver,Diseases of the digestive system,"K719 Toxic liver disease, unspecified Diseases Of Liver Diseases of the digestive system"
digest,K720,Acute and subacute hepatic failure,Acute and subacute hepatic failure,K72,Diseases Of Liver,Diseases of the digestive system,K720 Acute and subacute hepatic failure Diseases Of Liver Diseases of the digestive system
digest,K721,Chronic hepatic failure,Chronic hepatic failure,K72,Diseases Of Liver,Diseases of the digestive system,K721 Chronic hepatic failure Diseases Of Liver Diseases of the digestive system
digest,K729,"Hepatic failure, unspecified","Hepatic failure, unspecified",K72,Diseases Of Liver,Diseases of the digestive system,"K729 Hepatic failure, unspecified Diseases Of Liver Diseases of the digestive system"
digest,K732,"Chronic active hepatitis, not elsewhere classified","Chronic active hepatitis, not elsewhere classified",K73,Diseases Of Liver,Diseases of the digestive system,"K732 Chronic active hepatitis, not elsewhere classified Diseases Of Liver Diseases of the digestive system"
digest,K738,"Other chronic hepatitis, not elsewhere classified","Other chronic hepatitis, not elsewhere classified",K73,Diseases Of Liver,Diseases of the digestive system,"K738 Other chronic hepatitis, not elsewhere classified Diseases Of Liver Diseases of the digestive system"
digest,K739,"Chronic hepatitis, unspecified","Chronic hepatitis, unspecified",K73,Diseases Of Liver,Diseases of the digestive system,"K739 Chronic hepatitis, unspecified Diseases Of Liver Diseases of the digestive system"
digest,K740,Hepatic fibrosis,Hepatic fibrosis,K74,Diseases Of Liver,Diseases of the digestive system,K740 Hepatic fibrosis Diseases Of Liver Diseases of the digestive system
digest,K750,Abscess of liver,Abscess of liver,K75,Diseases Of Liver,Diseases of the digestive system,K750 Abscess of liver Diseases Of Liver Diseases of the digestive system
digest,K760,"Fatty (change of) liver, not elsewhere classified","Fatty (change of) liver, not elsewhere classified",K76,Diseases Of Liver,Diseases of the digestive system,"K760 Fatty (change of) liver, not elsewhere classified Diseases Of Liver Diseases of the digestive system"
digest,K800,Calculus of gallbladder with acute cholecystitis,Calculus of gallbladder with acute cholecystitis,K80,"Disorders Of Gallbladder, Biliary Tract And Pancreas",Diseases of the digestive system,"K800 Calculus of gallbladder with acute cholecystitis Disorders Of Gallbladder, Biliary Tract And Pancreas Diseases of the digestive system"
digest,K810,Acute cholecystitis,Acute cholecystitis,K81,"Disorders Of Gallbladder, Biliary Tract And Pancreas",Diseases of the digestive system,"K810 Acute cholecystitis Disorders Of Gallbladder, Biliary Tract And Pancreas Diseases of the digestive system"
digest,K830,Cholangitis,Cholangitis,K83,"Disorders Of Gallbladder, Biliary Tract And Pancreas",Diseases of the digestive system,"K830 Cholangitis Disorders Of Gallbladder, Biliary Tract And Pancreas Diseases of the digestive system"
digest,K860,Alcohol-induced chronic pancreatitis,Alcohol-induced chronic pancreatitis,K86,"Disorders Of Gallbladder, Biliary Tract And Pancreas",Diseases of the digestive system,"K860 Alcohol-induced chronic pancreatitis Disorders Of Gallbladder, Biliary Tract And Pancreas Diseases of the digestive system"
digest,K900,Celiac disease,Celiac disease,K90,Other Diseases Of The Digestive System,Diseases of the digestive system,K900 Celiac disease Other Diseases Of The Digestive System Diseases of the digestive system
digest,K920,Hematemesis,Hematemesis,K92,Other Diseases Of The Digestive System,Diseases of the digestive system,K920 Hematemesis Other Diseases Of The Digestive System Diseases of the digestive system
digest,K921,Melena,Melena,K92,Other Diseases Of The Digestive System,Diseases of the digestive system,K921 Melena Other Diseases Of The Digestive System Diseases of the digestive system
digest,K922,"Gastrointestinal hemorrhage, unspecified","Gastrointestinal hemorrhage, unspecified",K92,Other Diseases Of The Digestive System,Diseases of the digestive system,"K922 Gastrointestinal hemorrhage, unspecified Other Diseases Of The Digestive System Diseases of the digestive system"
digest,K929,"Disease of digestive system, unspecified","Disease of digestive system, unspecified",K92,Other Diseases Of The Digestive System,Diseases of the digestive system,"K929 Disease of digestive system, unspecified Other Diseases Of The Digestive System Diseases of the digestive system"
skin,L120,Bullous pemphigoid,Bullous pemphigoid,L12,Bullous Disorders,Diseases of the skin and subcutaneous tissue,L120 Bullous pemphigoid Bullous Disorders Diseases of the skin and subcutaneous tissue
neo,L279,Dermatitis due to unspecified substance taken internally,Dermatitis due to unspecified substance taken internally,L27,Dermatitis And Eczema,Diseases of the skin and subcutaneous tissue,L279 Dermatitis due to unspecified substance taken internally Dermatitis And Eczema Diseases of the skin and subcutaneous tissue
neo,L309,"Dermatitis, unspecified","Dermatitis, unspecified",L30,Dermatitis And Eczema,Diseases of the skin and subcutaneous tissue,"L309 Dermatitis, unspecified Dermatitis And Eczema Diseases of the skin and subcutaneous tissue"
skin,L405,Arthropathic psoriasis,Arthropathic psoriasis,L40,Papulosquamous Disorders,Diseases of the skin and subcutaneous tissue,L405 Arthropathic psoriasis Papulosquamous Disorders Diseases of the skin and subcutaneous tissue
neo,L409,"Psoriasis, unspecified","Psoriasis, unspecified",L40,Papulosquamous Disorders,Diseases of the skin and subcutaneous tissue,"L409 Psoriasis, unspecified Papulosquamous Disorders Diseases of the skin and subcutaneous tissue"
neo,L439,"Lichen planus, unspecified","Lichen planus, unspecified",L43,Papulosquamous Disorders,Diseases of the skin and subcutaneous tissue,"L439 Lichen planus, unspecified Papulosquamous Disorders Diseases of the skin and subcutaneous tissue"
neo,L509,"Urticaria, unspecified","Urticaria, unspecified",L50,Urticaria And Erythema,Diseases of the skin and subcutaneous tissue,"L509 Urticaria, unspecified Urticaria And Erythema Diseases of the skin and subcutaneous tissue"
neo,L539,"Erythematous condition, unspecified","Erythematous condition, unspecified",L53,Urticaria And Erythema,Diseases of the skin and subcutaneous tissue,"L539 Erythematous condition, unspecified Urticaria And Erythema Diseases of the skin and subcutaneous tissue"
neo,L721,Pilar and trichodermal cyst,Pilar and trichodermal cyst,L72,Disorders Of Skin Appendages,Diseases of the skin and subcutaneous tissue,L721 Pilar and trichodermal cyst Disorders Of Skin Appendages Diseases of the skin and subcutaneous tissue
neo,L732,Hidradenitis suppurativa,Hidradenitis suppurativa,L73,Disorders Of Skin Appendages,Diseases of the skin and subcutaneous tissue,L732 Hidradenitis suppurativa Disorders Of Skin Appendages Diseases of the skin and subcutaneous tissue
skin,L930,Discoid lupus erythematosus,Discoid lupus erythematosus,L93,Other Disorders Of The Skin And Subcutaneous Tissue,Diseases of the skin and subcutaneous tissue,L930 Discoid lupus erythematosus Other Disorders Of The Skin And Subcutaneous Tissue Diseases of the skin and subcutaneous tissue
